data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370407,434,LBY475,475,2011-05-30,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,Reuters,International,"A NATO strike on a town kills 11, according to state television.",11,1517243930
370408,434,LBY476,476,2011-05-30,2011,1,"Strategic development","Libyan Rebel Forces","NLA: National Liberation Army",2,,,0,20,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,Reuters,International,"Rebel forces organize under the name National Liberation Army or NLA.",0,1517243930
370409,434,LBY477,477,2011-05-30,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Daily Star",Regional,"Hundreds of residents of the impoverished neighborhood of Bab al-Tabbaneh staged a demonstration over the weekend to demand the release of Syrian refugees who are reportedly being held by the Lebanese Army.",0,1517243930
370410,434,LBY471,471,2011-05-28,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"For the fourth successive night, powerful blasts rocked Bab Al-Aziziya near the city centre, an AFP correspondent said as Libyan state media reported air raids on the Al-Qariet region south of the capital. No word on causalities.",0,1517243930
370411,434,LBY472,472,2011-05-28,2011,1,"Battle-No change of territory","Military Forces of United Kingdom",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Times (UK)",International,"RAF Typhoons raid Gaddafis compound, destroying several connected guard towers.",0,1517243930
370412,434,LBY473,473,2011-05-28,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Gharyan,32.1722,13.0203,1,"BBC Monitoring Newsfile",National,"State sources report a NATO bombing hit a school.",0,1517243930
370413,434,LBY468,468,2011-05-27,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Rebels and loyalist forces engaged in fierce fighting on the Western outskirts of the city of Misrata. reporter said he could see white puffs of smoke and dust from where mortars fired by pro-Gaddafi forces were landing. Six rebel fighters wounded, two critically.",0,1517243930
370414,434,LBY469,469,2011-05-27,2011,3,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Yafran-Jadu,"Al Jabal al Gharbi",,"Jebel Nafusa",31.8333,12,1,Reuters,International,"Reports of forced migration among a local tribal region at the hands of Gaddafi forces.",0,1517243930
370415,434,LBY470,470,2011-05-27,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Mizdah,"Al Jabal al Gharbi",,Mizdah,31.4451,12.9801,1,"BBC Monitoring Newsfile",National,"Libyan state television reports the Al Qaryat districts of the city was bombed bt NATO forces late into the evening.",0,1517243930
370416,434,LBY467,467,2011-05-26,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"Several large explosions rocked the Libyan capital Tripoli on Thursday night and a column of smoke was seen rising from Libyan leader Muammar Gaddafis Bab al-Aziziyah compound.",0,1517243930
370417,434,LBY466,466,2011-05-25,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"Libyan state television reports a NATO airstrike hit a school.",0,1517243930
370418,434,LBY465,465,2011-05-24,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"CNN Wire",International,"An early morning NATO airstrike on the Bab al-Aziziya neighborhood kills 19 and wounds more than 150. It is unclear if the causalities were civilian or military.",19,1517243930
370419,434,LBY464,464,2011-05-23,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"CNN Wire",International,"A Gaddafi forces attack on a Libya/Tunisia border crossing results in nine deaths, mostly of Gaddafi loyalists.",9,1517243930
370420,434,LBY463,463,2011-05-21,2011,1,"Violence against civilians","Rioters (Libya)",,5,"Civilians (International)",,7,57,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"Armed Libyans angry over a gasoline shortage stormed onto a bus carrying a group of foreign journalists and attempted to attack them before a soldier fired a weapon into the air to disperse them.",0,1517243930
370421,434,LBY460,460,2011-05-20,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Marqab","Al Marqab",,"Al Khums",32.6486,14.2619,1,"Trend News Agency",International,"NATO forces strike eight Libyan ships in three citys ports. They were all naval warships with no civilian utility.",0,1517243930
370422,434,LBY461,461,2011-05-20,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"Trend News Agency",International,"NATO forces strike eight Libyan ships in three citys ports. They were all naval warships with no civilian utility.",0,1517243930
370423,434,LBY462,462,2011-05-20,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Trend News Agency",International,"NATO forces strike eight Libyan ships in three citys ports. They were all naval warships with no civilian utility.",0,1517243930
370424,434,LBY459,459,2011-05-17,2011,1,"Battle-No change of territory","Military Forces of United Kingdom","Operation Unified Protector: NATO Mission in Libya (2011-2011)",8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"CNN Wire",International,"RAF and Naval forces strike government buildings in downtown Tripoli early in the morning. No immediate reports of causalities.",0,1517243930
370425,434,LBY457,457,2011-05-16,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Kufrah","Al Kufrah",,"Al Kufrah",24.1667,23.2696,1,"BBC Monitoring Newsfile",National,"Libyan state television reports NATO forces struck civilians and military in the town of Kufra, but do not report any casualties.",0,1517243930
370426,434,LBY458,458,2011-05-16,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"BBC Monitoring Newsfile",National,"Libyan state television reports NATO forces struck civilians and military targets south of the town of Zawiya, but do not report any casualties.",0,1517243930
370427,434,LBY455,455,2011-05-15,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Deseret News",Regional,"Rebel forces report they have taken full control of the city of Misratah.",0,1517243930
370428,434,LBY456,456,2011-05-15,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"Deseret News",Regional,"NATO aircraft have blasted an oil terminal in a key eastern city in a nightfall strike, Libyan state television reports.",0,1517243930
370429,434,LBY454,454,2011-05-13,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,Reuters,International,"NATO strike on Libyan positions. State television reports 16 civilians were killed and 40 were wounded.",16,1517243930
370430,434,LBY451,451,2011-05-12,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Libyan Rebel Forces",,2,28,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Thursday morning NATO strike on Tripoli in the Bab Al-Aziziya area. State television reported that 11 Muslim clerics were killed in the strike. The North Korean embassy is in the area and was damaged.",11,1517243930
370431,434,LBY452,452,2011-05-12,2011,1,"Violence against civilians","Libyan Rebel Forces",,2,"Civilians (International)",,7,27,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,Reuters,International,"A Frenchman is killed when he and four others are stopped at a rebel checkpoint and shot for unknown reasons.",1,1517243930
370432,434,LBY453,453,2011-05-12,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Daily News Egypt",Regional,"Rebel forces take a small town en route to Tripoli.",0,1517243930
370433,434,LBY450,450,2011-05-11,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Euronews,Regional,"Rebel forces securely claim control of Misratah Airport following sporadic fighting.",0,1517243930
370434,434,LBY448,448,2011-05-09,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,Reuters,International,"Rebels claim they have killed 57 government soldiers and destroyed 17 military vehicles in a day of fierce fighting with Gaddafi forces. Rebels are able to gain ground.",57,1517243930
370435,434,LBY449,449,2011-05-09,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Al Arabiya",Regional,"Four explosions heard at 2am from a NATO bombing run. Four civilians reported injured.",0,1517243930
370436,434,LBY446,446,2011-05-08,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Libyan government forces destroyed four fuel storage tanks in rebel-held Misrata on Saturday, rebels reported, making it more difficult for the port city to withstand a government siege.",0,1517243930
370437,434,LBY447,447,2011-05-08,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,Reuters,International,"NATO air strikes hit weapons depots near Zlitan in western Libya on Sunday, a rebel spokesman said. NATO confirmed the attacks, describing the targets as ammunition stores.",0,1517243930
370438,434,LBY443,443,2011-05-07,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"NATO forces hit several Gaddafi held cites, including a fuel dept in Misratah.",0,1517243930
370439,434,LBY444,444,2011-05-07,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"NATO forces hit several Gaddafi held cites.",0,1517243930
370440,434,LBY445,445,2011-05-07,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,Reuters,International,"NATO forces hit several Gaddafi held cites.",0,1517243930
370441,434,LBY442,442,2011-05-06,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Indiscriminate attacks by Gaddafi forces in the besieged city of Misrata, including the use of snipers, cluster bombs and artillery in civilian areas.",0,1517243930
370442,434,LBY441,441,2011-05-04,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Canadian Press",International,"Gaddafi forces shell rebel held Misratah port, killing five.",5,1517243930
370443,434,LBY440,440,2011-05-03,2011,1,"Remote violence","Unidentified Armed Group (Libya)",,3,"Libyan Rebel Forces",,2,23,"Northern Africa",Libya,"Al Hizam Al Akhdar",Benghazi,,Benghazi,32.1177,20.1293,1,"Agence France Presse",International,"A car bomb exploded not far from a headquarters of Libyas rebels in their eastern bastion of Benghazi on Tuesday night, slightly injuring two people, officials said.",0,1517243930
370444,434,LBY437,437,2011-05-01,2011,1,Riots/Protests,"Rioters (Libya)",,5,,,0,50,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Pro-Gaddafi protesters torch the vacant British and Italian diplomatic embassy after Libya accused NATO of trying to assassinate Gaddafi in an attack that killed one of his sons and three young grandchildren.",0,1517243930
370445,434,LBY438,438,2011-05-01,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Wazin,31.9405,10.6618,1,Reuters,International,"Forces loyal to Muammar Gaddafi are fighting a gun battle with rebels around the Libyan town of Wazin on the Libyan-Tunisian border. No report of causalities.",0,1517243930
370446,434,LBY439,439,2011-05-01,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Mail & Guardian Online",Regional,"Libyan leader Muammar Gaddafi survived a NATO air strike on a Tripoli house that killed his youngest son and three young grandchildren.",4,1517243930
370447,434,LBY435,435,2011-04-30,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Guardian Unlimited",International,"Heavy fighting has erupted on two fronts on the outskirts of the city of Misrata, with government troops using tanks to try to keep rebel forces at bay.",0,1517243930
370448,434,LBY436,436,2011-04-30,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Canadian Press",International,"NATO bombing run on Tripoli. The strikes have damaged offices of parliamentary staff and a building officials said housed a commission for children and women.",0,1517243930
370449,434,LBY431,431,2011-04-29,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Wazin,31.9405,10.6618,1,"Agence France Presse",International,"Rebel forces claim to have retaken Wazin, however, witnesses reported to seen the green Gaddafi flag still flying above buildings in the town.",0,1517243930
370450,434,LBY432,432,2011-04-29,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Agence France Presse",International,"NATO forces bomb Gaddafi locations on the outskirts of the town.",0,1517243930
370451,434,LBY433,433,2011-04-29,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Canadian Press",International,"Gaddafi forces shell a residential neighborhood, kill 10.",10,1517243930
370452,434,LBY434,434,2011-04-29,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,3,"BBC Monitoring Newsfile",National,"Libyan television reports a NATO bombing that kills civilians.",0,1517243930
370453,434,LBY425,425,2011-04-28,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Wazin,31.9405,10.6618,1,"Agence France Presse",International,"Eight Gaddafi soldiers are dead when violence breaks out at a rebel controlled border post. Rebels fired on government forces from nearby mountains.",8,1517243930
370454,434,LBY426,426,2011-04-28,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Rebel forces overrun Misratah airport, seizing control from Gaddafi forces.",0,1517243930
370455,434,LBY427,427,2011-04-28,2011,2,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Nalut,Nalut,,Nalut,31.8685,10.9812,1,"Agence France Presse",International,"Rebels gain control of a small western town.",0,1517243930
370456,434,LBY428,428,2011-04-28,2011,1,"Strategic development","Libyan Rebel Forces",,2,,,0,20,"Northern Africa",Libya,Nalut,Nalut,,Kabaw,31.8472,11.3306,1,"Agence France Presse",International,"Rebel supplies and weapons are moved to Cabao, where they anticipate an Gaddafi attack.",0,1517243930
370457,434,LBY429,429,2011-04-28,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Gaddafi shelling kill nine rebels at a Misratah checkpoint. 14 government soldiers killed in a separate rebel advance.",14,1517243930
370458,434,LBY430,430,2011-04-28,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Kufrah","Al Kufrah",,"Al Kufrah",24.1667,23.2696,1,"BBC Monitoring Newsfile",National,"Violent clashes between rebel and Gaddafi forces in a small southeastern town. Gaddafi forces eventually take the town.",0,1517243930
370459,434,LBY420,420,2011-04-27,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,Reuters,International,"Gaddafi forces fired Russian-made Grad rockets into the centre of the rebel-held town of Zlitan, destroying five houses and killing at least four inhabitants.",4,1517243930
370460,434,LBY421,421,2011-04-27,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Guardian",International,"NATO forces shell a port.",0,1517243930
370461,434,LBY422,422,2011-04-27,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Libyan Rebel Forces",,2,28,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Guardian",International,"Twelve rebel fighters are killed in a friendly fire NATO bombing.",12,1517243930
370462,434,LBY423,423,2011-04-27,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Mizdah,"Al Jabal al Gharbi",,Mizdah,31.4451,12.9801,1,"BBC Monitoring Newsfile",National,"Libyan television reports a late evening NATO bombing into residential neighborhood, causing causalities and structure damage. No numbers reported.",0,1517243930
370463,434,LBY424,424,2011-04-27,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"BBC Monitoring Newsfile",National,"Libyan television reports a late evening NATO bombing into residential neighborhood, causing causalities and structure damage. No numbers reported.",0,1517243930
370464,434,LBY418,418,2011-04-26,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Fierce fighting near Misratahs port kills three civilians when the area is shelled by Gaddafi forces. Twelve fighters killed.",15,1517243930
370465,434,LBY419,419,2011-04-26,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Wall Street Journal Europe",International,"Twelve civilians killed when Gaddafi forces shelled residential neighborhoods.",12,1517243930
370466,434,LBY416,416,2011-04-25,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Daily Telegraph",International,"Rebel forces seize the hospital/headquarters of Gaddafi forces in Misratah.",0,1517243930
370467,434,LBY417,417,2011-04-25,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,2,"The Independent",International,"Retreating Gaddafi forces fire rockets toward rebel forces as they leave Misratah. Many rockets hit the city centre.",0,1517243930
370468,434,LBY413,413,2011-04-24,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Large explosions in many districts of Tripoli due to fighting, one such explosion detonated destroyed Gaddafis office in his compound.",0,1517243930
370469,434,LBY414,414,2011-04-24,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"36 rebel fighters reported killed and 100 wounded in fighting since the previous day.",36,1517243930
370470,434,LBY415,415,2011-04-24,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,Reuters,International,"Gaddafi attempt of surround the city of Ajdabiya but NATO forces bomb their positions before they are able to successfully do so.",0,1517243930
370471,434,LBY402,402,2011-04-23,2011,1,"Battle-Non-state actor overtakes territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Deutsche Welle",International,"Rebel forces gain ground in Misratah, claim victory over city.",0,1517243930
370472,434,LBY403,403,2011-04-23,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,"Dow Jones News Service",International,"Gaddafi forces gain control of a small western town.",0,1517243930
370473,434,LBY404,404,2011-04-23,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"A NATO strike hits near Gaddafis Tripoli compound, kills three.",3,1517243930
370474,434,LBY405,405,2011-04-23,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,Reuters,International,"Retreating Gaddafi forces from Misratah set booby traps in their wake, causing 15 rebels to be killed when they overran the city. Many Gaddafi snipers remain on rooftops, fire at rebel forces.",15,1517243930
370475,434,LBY406,406,2011-04-23,2011,1,"Battle-No change of territory","Military Forces of the United States",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Wall Street Journal Online",International,"The US Defense Department announces it had launched its first unmanned drone strike within Libya, but does not disclose the specific location. Later it is learned the strike was within the city limits of Misratah.",0,1517243930
370476,434,LBY407,407,2011-04-23,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,"Al Assah",32.8284,11.6272,1,"BBC Monitoring Newsfile",National,"NATO launches several strikes on several northwest cities.",0,1517243930
370477,434,LBY408,408,2011-04-23,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Gharyan,32.1722,13.0203,1,"BBC Monitoring Newsfile",National,"NATO launches several strikes on several northwest cities. ""Several"" killed and wounded in Gharyan.",0,1517243930
370478,434,LBY409,409,2011-04-23,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"BBC Monitoring Newsfile",National,"NATO launches several strikes on several northwest cities.",0,1517243930
370479,434,LBY410,410,2011-04-23,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"An Nuqat al Khams","An Nuqat al Khams",,"Al Watiyah",32.4764,11.7679,1,"BBC Monitoring Newsfile",National,"Libyan state television report the bombings of two small towns by NATO.",0,1517243930
370480,434,LBY411,411,2011-04-23,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Gharyan,32.1722,13.0203,1,"BBC Monitoring Newsfile",National,"Liban state television report the bombings of two small towns by NATO.",0,1517243930
